Project ID,Project Leader,Project Title,Fellowship recipient,Fellowshiptype
DP0986222,"Such, G",Synthesis and Functionalisation of Advanced Polymer Films and Particles.,Dr GK Such,APD
DP0986228,"Devlin, J",Structural and functional investigations into a novel chemokine binding protein encoded by evolutionarily diverse alphaherpesviruses,Dr JM Devlin,APD
DP0986294,"Ekberg, J",Understanding how the multiple roles of olfactory ensheathing cells guide the growth and regeneration of olfactory axons,Dr JA Ekberg,APD
DP0986320,"Zalesky, A",Charting connectivity in the healthy and diseased brain ,Dr A Zalesky,APD
DP0986387,"Dux, P",The Ins and Outs of the Central Bottleneck,Dr PE Dux,APD
DP0986398,"Amal, R",Designing integrated photocatalytic systems for simultaneous clean energy generation and water remediation,Dr W Teoh,APD
DP0986471,"McHenry, C",The role of natural selection in macroevolution: a case study examining convergence of form and function in marine predator guilds,Mr CR McHenry,APD
DP0986537,"Alford, R",Understanding and managing resistance to the amphibian chytrid fungus Batrachochytrium dendrobatidis in Australian tropical rainforest frogs,Dr M Hagman,APD
DP0986577,"Cantoni, M",Modelling and estimation methods for discrete multi-dimensional systems,Dr L Ntogramatzidis,APD
DP0986590,"Tran, L","International Students in the Australian Vocational Education and Training (VET) Sector: Study Purposes, Learning Practices and Institutional Responses ",Dr LT Tran,APD
DP0986606,"Narendra, A",Moving between day and night: Navigational strategies and foraging costs of temporal niche partitioning,Dr A Narendra,APD
DP0986615,"Nurdin, H",Linear Dynamical Quantum Networks: Synthesis and Control,Dr HI Nurdin,APD
DP0986666,"Gorman-Murray, A",Men on the home front: spatialities of domesticity and masculinity,Dr AW Gorman-Murray,APD
DP0986763,"Borland, J","Sites of Learning, Spaces of State: Reconstructed Primary Schools and Small Parks in Tokyo, 1923-1945",Ms JL Borland,APD
DP0986893,"Haine, S",Fundamental tests of Quantum Mechanics with the Atom Laser.,Dr SA Haine,APD
DP0986934,"Gleeson, K","The Parliamentary Politics of Abortion Reform in Australia: The Diverse Experience of Nine Jurisdictions, 1965-2010",Dr K Gleeson,APD
DP0986954,"Whiting, A","Lawyers, Civil Society and the State in Post-colonial Malaysia",Dr AJ Whiting,APD
DP0986955,"Williams, G",The role of optimism in collaborative problem-solving in mathematics: Building problem solving capacity,Dr G Williams,APD
DP0986998,"Hjorth, L",Online@asia/pacific: A comparative study of online networks in the Asia-Pacific ,Ms L Hjorth,APD
DP0987006,"Jia, B",Functional micro-multiplexers based on nonlinear three-dimensional photonic crystal superprisms,Dr B Jia,APD
DP0987010,"Hall, R",Detection of imported exotic strains of West Nile virus for national biosecurity surveillance.,Dr NA Prow,APD
DP0987011,"Cameron, L",Community-Led Sanitation Interventions :The Role of Social Capital,Ms RS Purnamasari,APD
DP0987043,"Malde, A",Development of methodology for high throughput free energy calculations in drug design applications.,Mr AK Malde,APD
DP0987081,"Hung, H","A study of ancient jade trading networks in prehistoric southern China and Southeast Asia, 3000 BC to AD 500",Ms H Hung,APD
DP0987133,"Arabzadeh, E",Sensory Coding Mechanisms in Rat Somatosensory System; A Combined Behavioural and Electrophysiological Approach,Dr E Arabzadeh,APD
DP0987142,"YE, C",Controlled synthesis of well-aligned single crystalline one-dimensional semiconducting nanomaterials for energy application,Dr C YE,APD
DP0987190,"Wang, X",Frustrated magnets: a new platform for multiferroic materials,Mr D Chen,APD
DP0987299,"McLeod, J","Educating the Adolescent: An historical study of curriculum, counselling and citizenship in Australia 1930s -70s",Dr KJ Wright,APD
DP0987357,"Burke, P",Indigenous Diaspora: a new direction in the ethnographic study of the migration of Australian Aboriginal people from remote areas.,Dr PJ Burke,APD
DP0987374,"Capitanio, F",Coupled subduction dynamics and continent deformations: understanding the Asian and Red Sea tectonics.,Dr FA Capitanio,APD
DP0987396,"Miller, M",Three-dimensional evolution of the Banda Arc:  effects of the collision of the Indo-Australian plate with the active Banda volcanic arc,Dr MS Miller,APD
DP0987421,"Geng, X",Automatic Human Age Estimation Based on Visual Information,Mr X Geng,APD
DP0987503,"Razal, J",Wet-Spinning Novel Multi-Functional Bio-Synthetic Platforms,Dr JM Razal,APD
DP0987528,"Zander, K",Modelling Payments for Environmental Services on Indigenous held lands,Dr KK Zander,APD
DP0987620,"Sanders, K",Sea Snake Diversification: Why Are Certain Taxa And Regions Species-Rich?,Dr K Sanders,APD
DP0987632,"Chen, S",Origin of ferromagnetism in zinc-oxide semiconductors: A vital element to spintronics,Dr S Chen,APD
DP0987713,"Muller, D",The Subduction Reference Framework: unravelling the causes of long-term sea-level change,Dr M Sdrolias,APD
DP0987740,"Blenkinsop, T",Modeling fluid flow and mineralisation at crustal interfaces,Dr JG McLellan,APD
DP0987867,"Dovey, K",Planning the 'creative' city: reconciling global strategies with local subcultures,Dr KS Shaw,APD
DP0987878,"Hendrickson, M",Industries of Angkor: Material Production and the Decline of the Khmer Empire (11th to 15th centuries CE),Dr MJ Hendrickson,APD
DP0987893,"Danta, C",The scientific ape: the evolution of the animal fable after Darwin,Dr C Danta,APD
DP0988064,"Yin, X",Investigation of three dimensional terahertz computed tomography for biomedical applications,Mrs X Yin,APD
DP0988099,"Bansal, V",Biosynthesis of multiple-nonmetal codoped titania nanoparticles for visible light photocatalysis,Dr V Bansal,APD
DP0988102,"Patulny, R",Poor Women and Lonely Men: Examining Gendered Social Inclusion and Connection in Australia,Dr RV Patulny,APD
DP0988106,"Buso, D",Tailoring the optical properties of matter with Sol-Gel: innovative optical materials for 3D photonic crystals with complete photonic band-gap.,Mr D Buso,APD
DP0988129,"Mitchell, J",Diatom frustules: nanostructures at the base of ocean food webs,Dr RJ Pillar,APD
DP0988137,"Guo, J",Driving Large Scale Live Internet Broadcasting of Streaming Video,Dr J Guo,APD
DP0988179,"Biddulph, S",The prospects for justice in the legal reform of police administrative detention powers in China,Dr SC Biddulph,APD
DP0988263,"Selway, K",Resistivity of typical rocks at crustal pressure and temperature conditions from combined laboratory and magnetotelluric measurements,Dr K Selway,APD
DP0988452,"Lamb, E",Reading Children in Early Modern Culture,Dr EM Lamb,APD
DP0988477,"Treeby, B",Modelling the acoustical scattering properties of the human auditory system,Dr BE Treeby,APD
DP0988507,"Harvey, R",Gene regulatory networks in heart development,Dr R Bouveret,APD
DP0988568,"Xu, Z",NONLINEAR SURFACE MODES IN PHOTONIC AND PLASMONIC METAMATERIALS,Dr Z Xu,APD
DP0988616,"Lee, E",Mechanisms of cell death regulation by the Bcl-2 protein family,Dr EF Lee,APD
DP0988643,"Merino, D",Investigating the activator function of the Bim protein,Dr D Merino,APD
DP0988671,"Swain, M",Biomimetic Insights from Enamel: A Nano-mechanical and Nano-structural Investigation of a Natural Ceramic-like Biocomposite,Dr L He,APD
DP0988731,"Merchant, A",Metabolite pools and their implications for plant responses to global change,Dr A Merchant,APD
DP0988939,"Van Leeuwen, T",Towards a social theory of semiotic technology: Exploring PowerPoint's design and its use in higher education and corporate settings,Dr EN Djonov,APD
DP0989007,"Vo, B",Efficient Algorithms for Multiple Object Filtering using Stochastic Geometry,Mr B Vo,APD
DP1092442,"Paulk, A",Neural mechanisms of attention in the honeybee and Drosophila melanogaster,Dr AC Paulk,APD
DP1092445,"Hiscock, P","Technology and behavioural evolution in late Pleistocene Africa, Europe and Australia",Mr AC Mackay,APD
DP1092551,"Stevenson, R",Disgust as a psychosocial defence against infectious disease,Dr MJ Oaten,APD
DP1092565,"Cockburn, A",Fitness in free-living  populations in a changing world,Dr M van de Pol,APD
DP1092610,"Winther-Jensen, O",Photo-enhanced water oxidation using novel structures and conjugated polymers,Dr O Winther-Jensen,APD
DP1092640,"Davis, T",Polymer Stabilized and Bio-functionalised Metal Nanoparticles As Potential Vectors For Drug Therapies,Dr CA Boyer,APD
DP1092661,"Stenzel, M",Core-shell nanoparticle from polymers with pendant cyclodextrins ,Dr G Chen,APD
DP1092690,"Hartnett, J",Precision time and frequency in the lab and in space to test fundamental physics,Dr K Benmessai,APD
DP1092717,"Bhaskaran, M",Complementary metal–oxide–semiconductor (CMOS) -compatible ultra-high response piezoelectric thin films for efficient energy harvesting,Ms M Bhaskaran,APD
DP1092732,"Possingham, H",The role of learning in conservation management: developing adaptive approaches for the conservation of biodiversity in a changing climate.,Dr E McDonald-Madden,APD
DP1092829,"Toth, I",Lipid and Carbohydrate Based Systems to Target and Deliver Peptide Drug Candidates to Specific Cells,Dr P Simerska,APD
DP1092887,"Turpin, M",Singing the Dreaming: exploring the relationship between language and music in Arandic song-poetry.,Dr MM Turpin,APD
DP1092966,"Stern, N",Human responses to long term landscape and climate change in the Willandra Lakes World Heritage Area,Dr KE Fitzsimmons,APD
DP1093001,"Murray, T",Suburban archaeology: approaching an archaeology of the middle class in 19th century Melbourne,Dr SC Hayes,APD
DP1093020,"Graham, L",A critical analysis of the increase in diagnosis of special educational needs in New South Wales government schools,Dr LJ Graham,APD
DP1093105,"Takayama, S",Information and market price manipulation in trade,Dr S Takayama,APD
DP1093149,"Hartley, R",Enhanced ultrasound-based imaging using image-based registration and acoustic impedance reconstruction,Mr R Shams,APD
DP1093164,"Cloonan, N",Functionally characterizing mammalian microRNAs and mRNA interactions controlling cell division.,Dr N Cloonan,APD
DP1093236,"Coleman, H",Modification of lignin biosynthesis in sugarcane for the improved efficiency of pre-treatment in ethanol production ,Dr HD Coleman,APD
DP1093331,"Vos, M",High-energy electron scattering of surfaces: new spectroscopies and new physics,Dr GA Van Riessen,APD
DP1093380,"Gray, S","Fashion, Identity and the City: Making an 'Australian Style' in fashion, Sydney in the 1970s-80s",Dr SS Gray,APD
DP1093421,"Hsu, M",Intravital super-resolution imaging via Stimulated Emission Depletion microscopy (STED)-microendoscopy,Dr MT Hsu,APD
DP1093474,"Blows, M",The Geometry of Genetic Limits to Evolutionary Change,Miss EJ Hine,APD
DP1093491,"Vergoz, V",The role of dopamine in the regulation of worker sterility in the honey bee,Dr VM Vergoz,APD
DP1093526,"McCamey, D",Spins in Organic Semiconductors,Dr DR McCamey,APD
DP1093569,"Bernu, J",Non-Gaussian states and entanglement distillation for Continuous Variable quantum information protocols,Dr J Bernu,APD
DP1093592,"Shouldice, S",The MIA mitochondrial import pathway: structure and function,Dr SR Shouldice,APD
DP1093739,"Windle, J",A social geography of school choice: Educational decision-making and markets in the new age of accountability,Dr JA Windle,APD
DP1093784,"Monro, K",How does allocation to each sex evolve in hermaphrodites? New insight from the sea,Dr K Monro,APD
DP1093934,"Warner, R",Harnessing the oceans to combat climate change: Developing law and policy frameworks for ocean energy and climate change mitigation,Dr RM Warner,APD
DP1094281,"Bruns, A",New Media and Public Communication: Mapping Australian User-Created Content in Online Social Networks.,Dr JE Burgess,APD
DP1094328,"Norbury, P",Moduli spaces,Mr NN Do,APD
DP1094440,"Summers, J","Age-related changes in brain activation: Indicators of deficiency, maturity, or compensation?",Mr H Fujiyama,APD
DP1094540,"Puschendorf, R",Environmental determinants of mass extinctions by emerging disease: why does chytridiomycosis exterminate frogs in rainforest but not in open forest?,Mr R Puschendorf,APD
DP1094549,"von Itzstein, M",Structure-based discovery of anti-parainfluenza viral agents,Dr PM Guillon,APD
DP1094560,"Morgan, R",Hypervelocity re-entry,Dr M McGilvray,APD
DP1094569,"Black, K",Drying and dying in Australia: extraordinary creatures and climate change 15 million years ago,Dr KH Black,APD
DP1094577,"Biegler, P",Implicit persuasion in pharmaceutical marketing: ethical implications for regulators and consumers,Dr P Biegler,APD
DP1094578,"Jackson, M",Complexity in Algebra and Algebra in Complexity: the role of finite semigroups and general algebra,Dr TM Niven,APD
DP1094583,"Byrne, N",Polymerization of amyloid fibrils and electroactive hybrid nanowires using ionic liquids,Dr N Byrne,APD
DP1094589,"Wickes, R",Examining the impact of employment on social relationships in urban communities,Dr RP McCrea,APD
DP1094696,"Fiedler, T",Design of high performance heat sink composites,Dr T Fiedler,APD
DP1094843,"Limosani, A",Searching for Supersymmetry in the Universe with the A Toroidal Lagre Hadron Collider ApparatuS (ATLAS) experiment at the Large Hadron Collider,Dr A Limosani,APD
DP1094845,"Firman, R","Sperm competition, sexual conflict, and gamete evolution in mice",Dr R Firman,APD
DP1094932,"Graham, N",A mechanistic understanding of coral reef recovery,Dr NA Graham,APD
DP1094973,"Stojanovski, D",Transporting proteins to and within mitochondria,Dr D Stojanovski,APD
DP1094974,"Kitto, K",Generalised quantum models of complexity with application to cognitive systems,Dr KJ Kitto,APD
DP1095089,"Zhou, W",Novel cathode materials for low-temperature solid-oxide fuel cells,Mr W Zhou,APD
DP1095142,"Iizuka, T",Deciphering the early Solar System chronology and planetary chemistry using isotope systematics of meteoritic zircon,Dr T Iizuka,APD
DP1095151,"Withayachumnankul, W",Terahertz Metamaterials for Molecular Sensing,Mr W Withayachumnankul,APD
DP1095157,"Catanzariti, A",Pathogen recognition and plant-defence activation by a novel Fusarium wilt-resistance protein from tomato,Dr A Catanzariti,APD
DP1095166,"Moresi, L",The Initiation and 3D Evolution of Instabilities in the Deep Continental Lithosphere,Dr S Zlotnik,APD
DP1095290,"Dehghani, A",Development of Control Methodologies for Drug Dosing in Biomedical Engineering,Dr A Dehghani,APD
DP1095320,"Jayaswal, V",Statistical methods for analysing multi-source microarray data and building gene regulatory networks,Dr V Jayaswal,APD
DP1095323,"Kashima, Y",Implicit transmission of embodied culture,Dr SM Laham,APD
DP1095388,"Bode, M",General theory for eradicating multiple invasive species from threatened island ecosystems,Dr M Bode,APD
DP1095465,"Piper, J",Novel coding and decoding in suspension arrays for accelerated biomolecular discovery and personalised medicine,Dr D Jin,APD
DP1095468,"Gaus, K",Molecular microscopy: protein and membrane dynamics in resting and activated T cells,Dr DM Owen,APD
