Project ID,Scheme,Submission Year,Commencement Year,Administering Organisation,State/ Territory,Investigators,Project Title,National/Community Benefit,Primary FoR/RFCD,Primary FoR/RFCD Description,Funding Award,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
DP120104926,DP,2011,2012,The University of Sydney,NSW,A/Prof Itai  Einav; Dr Yixiang  Gan,The micro-mechanical origins of creep in granular materials,"Creep in granular materials is a concern for many problems in technology and science, including long-term deformations of reservoir dams and sudden instabilities along earthquake faults. This project aims to describe the fine-scale origins of granular creep, as a basis for solving problems of much larger-scale in geomechanics and geophysics.",0914,RESOURCES ENGINEERING AND EXTRACTIVE METALLURGY,"$350,000",,,,,,,,,,,"$130,000","$110,000","$110,000",,,,
DP120104928,DP,2011,2012,La Trobe University,Vic,Dr Tracey  Banivanua Mar,"Land and colonial cultures: tracing Indigenous and settler transformation in the Pacific, 1850-1900","This research asks how conversations about land between settlers and Indigenous peoples in Australia, New Zealand, Hawai'i and Fiji shaped radically new landscapes of ownership during the 19th century. Its outcomes will illuminate the shared history of this region, while enhancing our historical foundations for facing postcolonial tensions over land.",2103,HISTORICAL STUDIES,"$342,500",,,,,,,,,,,"$120,000","$110,000","$112,500",,,,
DP130100103,DP,2012,2013,Monash University,Vic,Prof Emanuele Viterbo; Dr Yi Hong; Prof Joseph Boutros,Network coding over finite rings,"Wireless networks are increasing exponentially throughout the world, but are still plagued by delay, jitter, and interference. Advanced algebraic tools are the key to designing novel network coding and relaying schemes, which will overcome these issues and increase the network capacity in terms of sustainable data rates.",0804,DATA FORMAT,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130100181,DP,2012,2013,Monash University,Vic,Prof Xiao-Ling Zhao; Dr Amin Heidarpour; Prof Jeffrey Packer; Dr Chengqing Wu,Composite tubular construction subject to impact and blast loading,"This project will advance the knowledge of composite tubular members and connections under impact and blast loading. It will provide confident design methodology against impact and blast loading for buildings designated as prominent targets or items of critical infrastructure, to save lives and reduce losses.",0905,CIVIL ENGINEERING,"$360,000",,,,,,,,,,,,"$110,000","$140,000","$110,000",,,
DP130100227,DP,2012,2013,Swinburne University of Technology,Vic,Prof Alexander Babanin; Reader Kevin Walsh; Prof Ian Young; Dr Paul Sandery; Dr Mark Hemer; Prof Dr Fangli Qiao; Prof Isaac Ginis,Coupling tropical cyclone and climate physics with ocean waves,"It is argued that without accounting for the wave effects directly, the physics of large-scale air-sea interactions is inaccurate and incomplete. The project will introduce explicit coupling of large-scale atmospheric and oceanic phenomena with the physics of surface waves which should lead to improved predictions of tropical cyclones and climate.",0405,OCEANOGRAPHY,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130100248,DP,2012,2013,University of Western Sydney,NSW,A/Prof Andrew Francis; Dr Volker Gebhardt,Algebraic algorithms for investigating the space of bacterial genomes,"Understanding evolutionary processes and the way organisms are related is a fundamental objective of the biological sciences. This project brings the power of group theory and computation to bear on these problems, developing new ways of understanding them and new tools to address them.",0101,PURE MATHEMATICS,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130100300,DP,2012,2013,Monash University,Vic,A/Prof Graham Farr,Topological containment and the Hajós Conjecture: new structure theorems from computer search,"This projects aims to characterise when a network contains within it the topology, or shape, of a specific smaller network. It will develop new tools that use computer search to find such characterisations. The outcomes of this project will be used to attack one of the remaining unsolved cases of a famous conjecture dating back over sixty years.",0101,PURE MATHEMATICS,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130100338,DP,2012,2013,The University of Sydney,NSW,Prof Anne Green; Prof Bryan Gaensler; Prof Michael Burton; Dr Kate Brooks; Asst Prof Nathan Smith,The Carina Nebula: a massive star factory and the anchor for calibrating extragalactic star formation,"Massive stars are vital to the life cycle of a galaxy, providing material and controlling the environment where new stars are made. This project will use the Australia Telescope to map the spectacular Carina Nebula, a hotbed of massive stars, to provide a picture of its stars and gas and a template for understanding star formation in distant galaxies.",0201,ASTRONOMICAL AND SPACE SCIENCES,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130100568,DP,2012,2013,Swinburne University of Technology,Vic,A/Prof Michael Murphy; Prof Jason Prochaska,Pristine fuel for early galaxies,"How did the universe's earliest galaxies attract and process enough fuel to form the stars we see? The project will answer this question with the first large-scale, purpose-built observational program on some of the world's biggest and best telescopes.",0201,ASTRONOMICAL AND SPACE SCIENCES,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130100674,DP,2012,2013,The University of Melbourne,Vic,Prof Arun Ram; Asst Prof Zajj Daugherty,Tantalizer algebras and generalized lattice models,"This project exploits underlying symmetry to characterise components and flow patterns in network configurations. The project will develop tools for analysis and optimisation of systems of interacting nodes which can arise in materials, computing networks, and any social or industrial contexts with communication or product transfer between nodes.",0101,PURE MATHEMATICS,"$350,000",,,,,,,,,,,,"$110,000","$125,000","$115,000",,,
DP130100766,DP,2012,2013,The University of Queensland,Qld,Prof You-Gan Wang,Robust inferences for analysis of longitudinal data,This project will develop novel statistical tools. Outcomes of this project will enable more reliable data analysis and more cost effective designs in environmental and biological studies.,0104,STATISTICS,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130100818,DP,2012,2013,Monash University,Vic,Dr Mark Prescott; Prof Rodney Devenish,The selective elimination of mitochondria from yeast cells: regulation and molecular mechanism   ,"For healthy cells the quality of the mitochondrion, the cellular power plant, must be maintained. The results of this research will contribute to an understanding of the molecular mechanism for the removal of mitochondria from the cell, and ultimately inspire strategies for the treatment of diseases that result from faulty mitochondria.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$320,000",,,,,,,,,,,,"$110,000","$105,000","$105,000",,,
DP130100967,DP,2012,2013,The University of Sydney,NSW,Prof Nalini Joshi,Critical solutions of nonlinear systems,"Whether we are looking at waves on a beach, the dispersal of herds of animals in a landscape, or the interaction of black holes, their patterns of movement rely on rules expressed by nonlinear mathematical models. This project aims to create new mathematical methods to describe critical solutions of nonlinear systems, which are ubiquitous in modern science.",0105,MATHEMATICAL PHYSICS,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130101084,DP,2012,2013,Macquarie University,NSW,Prof William Thompson; Prof Glenn Schellenberg,Music and language: psychological commonalities revealed,"People worldwide listen to music while engaged in verbal activities such as reading or talking. This project will reveal the complex influences that background music has on language. Outcomes include scientific advances in music research, cooperative links with the music industry and recommendations for optimal uses of music in education and industry.",1904,PERFORMING ARTS AND CREATIVE WRITING,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130101146,DP,2012,2013,The University of Queensland,Qld,Prof Ross McKenzie; Prof Peter Prelovsek,Quantum many-body theory of electrical and thermal transport properties of strongly correlated electron materials,New advanced electronic materials conduct heat and electricity via novel mechanisms that must be described via quantum theory. Understanding and modelling these material properties may lead to design of better materials for use in environmentally friendly refrigerators and power generators that do not require mechanical parts.,0204,CONDENSED MATTER PHYSICS,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
DP130101263,DP,2012,2013,Deakin University,Vic,Prof Xungai Wang; Dr Nolene Byrne,Understanding the interaction between wool fibre surface and ionic liquids,"This project will advance the knowledge on wool surface/ionic liquid interaction, which has the potential to revolutionize the traditional and environmentally unfriendly wool shrinkage-proof treatment technology. This will have significant industry wide benefit for the multi-billion dollar animal fibre industry. ",0912,MATERIALS ENGINEERING,"$310,000",,,,,,,,,,,,"$110,000","$100,000","$100,000",,,
DP130101268,DP,2012,2013,The University of Sydney,NSW,A/Prof Alison Betts; Prof Frantz Grenet; Prof Vadim Yagodin,"Kingship, art and cult practice: decoding symbolism in an ancient Central Asian royal city","Hidden in the elaborate imagery of the richly ornamented 'Ceremonial Complex' recently uncovered at the ancient 'Royal City' of Kazakly-yatkan in Uzbekistan is a wealth of symbolism relating to cult, kingship and the divine. The study of this magnificent corpus has broad relevance for the history of all the lands across the ancient Persian world.",2101,ARCHAEOLOGY,"$304,000",,,,,,,,,,,,"$110,000","$94,000","$100,000",,,
DP130101302,DP,2012,2013,The Australian National University,ACT,Prof Thierry Coulhon; Dr Adam Sikora,Heat kernel and Riesz transform on non-compact metric measure spaces,"This project will develop new techniques in heat kernel theory, with applications to such important topics as Schrodinger model for quantum mechanics. The proposed research is at the forefront of research in harmonic analysis and partial differential equations and will further enhance Australia's high international standing in these research fields.",0101,PURE MATHEMATICS,"$330,000",,,,,,,,,,,,"$110,000","$110,000","$110,000",,,
